,Actual Text,Generated Text
1263,आगामी विधानसभा चुनावों को लेकर अपने चाचा शिवपाल यादव की पार्टी के लिए सपा अध्यक्ष ने कहा कि प्रगतिशील समाजवादी पार्टी के लिए जसवंतनगर सीट छोड़ी हुई है उनके नेताओं का भी ध्यान रखेंगे ,उत्तर प्रदेश के आगरा में सोमवार को समाजवादी पार्टी के राष्ट्रीय अध्यक्ष एवं पूर्व मुख्यमंत्री अखिलेश यादव ने कहा कि देश किसानों का अपमान बर्दाश्त नहीं करेगा.
1264,देश में कोरोना के मामलो में काफी कमी देखी जा रही है भारतीय चिकित्सा अनुसंधान परिषद के अनुसार भारत में कल गुरुवार को कोरोना वायरस के लिए सैंपल टेस्ट किए गए कल तक कुल सैंपल टेस्ट किए जा चुके हैं ,भारत में कोरोना वायरस के संक्रमण के मामलों में काफी कमी देखी जा रही है लेकिन स्वास्थ्य मंत्रालय के आंकड़ों के मुताबिक अब तक देश में कोविड- के मामले एक लाख से अधिक हो चुके हैं और दिनों में वह करोड़ से दो कर
1265,राजधानी दिल्ली में सांस लेना मुश्किल होता जा रहा है यहां हवा की क्वालिटी बहुत खराब श्रेणी में दर्ज की गई है इतना ही नहीं दिल्ली के साथ-साथ नोएडा और गुरुग्राम में भी बढ़ते प्रदूषण की वजह से वायु गुणवत्ता बिगड़ी है ,भारत की राजधानी दिल्ली के अलग-अलग हिस्सों में बढ़ते प्रदूषण की वजह से लोगों को सांस लेना मुश्किल होता जा रहा है
1266,यूएस-इंडो पेसिफिक कमांड के कमांडर एडमिरल फिलिप्स डेविडसन ने ताकतवर सीनेट आर्मड सर्विस कमेटी को मंगलवार को बताया कि वास्तविक नियंत्रण रेखा के साथ चीन की हाल की गतिविधियों ने भारत की आंखें खोल दी हैं कि दूसरों के साथ सहयोगात्मक प्रयास का अर्थ अपनी रक्षात्मक जरूरतों के लिए हो सकता है उन्होंने महसूस किया कि नई दिल्ली बहुत कम समय में के साथ अपने सहयोग को बढ़ा रहा है ,लद्दाख में भारत और चीन के बीच हुए विवाद के दौरान अमेरिका ने भारत को महत्वपूर्ण सूचना उपलब्ध करवाई है.
1267,संभल में देर रात दो बसों की टक्कर में लोगों की मौत हुई संभल के एसपी ने बताया बहजोई-चदौसी राजमार्ग पर दो निजी बसों की टक्कर में लोगों की मौत और लोग घायल हुए सभी मृतक संभल जनपद के छपरा गांव के हैं और एक शादी समारोह से लौट रहे थे ,पश्चिमी यूपी के संभल जिले में बारातियों से भरी एक बस के सड़क किनारे खड़ी दूसरी बस से जा टकराने से सात लोगों की मौत हो गई तथा आठ अन्य जख्मी हुए हैं.
1268,केंद्रीय स्वास्थ्य मंत्री मनसुख मांडविया ने कहा कि केंद्र सरकार विशेषज्ञों से सिफारिश मिलने पर जल्द से जल्द पांच से वर्ष तक की आयु के बच्चों के लिए कोविड- रोधी टीकाकरण अभियान शुरू करेगी ,गांधीनगर केंद्रीय स्वास्थ्य मंत्री मनसुख मांडविया ने शनिवार को कहा कि सरकार पांच से वर्ष तक की आयु के बच्चों के लिए कोविड- रोधी टीकाकरण अभियान शुरू करेगी
1269,सरकार ने कोरोना को लेकर लोगों को आगाह किया है उसने कहा है कि लोग बिना किसी सावधानी के मौज-मस्ती करने के लिए हिल स्टेशनों पर निकल पड़े हैं जहां उनका घूमना महामारी से निपटने में अब तक मिली कामयाबी पर पानी फेर देगा ,नयी दिल्ली सरकार ने कहा है कि कोरोना महामारी की दूसरी लहर अब तक खत्म नहीं हो पाई है और इससे निपटने के लिए लोग हिल स्टेशनों पर निकल पड़े हैं.
1270,बुधवार को देश के थलसेना प्रमुख जनरल एमएम नरवणे एक दिवसीय दौरे पर लेह पहुंचे हैं तय कार्यक्रम के अनुसार नरवणे अग्रिम मोर्चे पर तैनात फायर एंड फ्यूरी दल का दौरा करेंगे ,सऊदी अरब और भारत की सीमा पर सर्दियों के दौरान घुसपैठ के संभावित खतरे को देखते हुए भारतीय सेना अलर्ट पर है.
1271,सूत्रों ने बताया कि तीन दिन पहले हुई इस घटना में भारतीय जवानों ने चीनी के सैनिकों की बुरी तरह से पिटाई की है दोनों सेनाओं के बीच हुई झड़प में से ज्यादा चीनी सैनिक घायल हो गए हैं ,भारतीय सेना का कहना है कि सिक्किम में घुसपैठ की कोशिश कर रहे चीनी सैनिकों को भारत ने सबक सिखाया है.
1272,केन्द्रीय स्वास्थ्य मंत्री हर्षवर्धन ने शनिवार को कहा कि देश कोविड- के सात और नए टीके विकसित कर रहा है और देश के सभी लोगों को टीका लगाने की दिशा में काम कर रहा है ,केंद्रीय स्वास्थ्य मंत्रालय ने शनिवार को कहा कि देश में अब तक लाख से अधिक लोगों को कोविड- रोधी टीका लगाया जा चुका है और इसके बाद गंभीर प्रतिकूल प्रभाव या मौत हो जाने का कोई मामला सामने नहीं आया है
1273,कांग्रेस ने बीजेपी पर कोरोना महामारी के समय प्रधानमंत्री नरेंद्र मोदी की छवि बचाने के लिए फर्जी टूलकिट तैयार करने का आरोप लगाया और सत्तारूढ़ पार्टी के अध्यक्ष जेपी नड्डा उसके वरिष्ठ नेताओं बीएल संतोष स्मृति ईरानी संबित पात्रा तथा कई अन्य के खिलाफ दिल्ली पुलिस में जालसाजी की शिकायत दर्ज कराई है ,कोरोना महामारी के समय प्रधानमंत्री नरेंद्र मोदी को बदनाम करने के लिए और देशवासियों के सामने भ्रम फैलाने के प्रयासों का आरोप लगाते हुए विपक्षी पार्टी ने बीजेपी पर एक कथित टूलकिट बनाने की शिकायत दर्ज कराई है.
1274,चन्नी ने शनिवार को कहा कि पंजाब के विकास और समृद्धि को पटरी से उतारने की साजिशें रची जा रही हैं और जो लोग प्रधानमंत्री मोदी की घोषणा का स्वागत कर रहे हैं वे भी इसमें शामिल हैं ,पंजाब के मुख्यमंत्री चरणजीत सिंह चन्नी ने शनिवार को किसानों से केंद्र सरकार द्वारा तीन विवादास्पद कृषि कानूनों को निरस्त किए जाने तक सतर्क रहने को कहा है.
1275,कोरोना अभी भी देश में फैल रहा है और कई लोग इसके नए वैरिएंट का भी शिकार हो रहे हैं हालही में ये खबर सामने आई थी कि केंद्र सरकार ने कोरोना के बढ़ते मामलों को लेकर चिंता जताई है और राज्यों को पत्र लिखकर अलर्ट किया है ,भारत प्रशासित जम्मू कश्मीर में कोरोना वायरस संक्रमण के मामले बढ़ते जा रहे हैं और केंद्र सरकार ने राज्यों को अलर्ट किया है.
1276,शीर्ष सैन्य कमांडरों ने भी अपने फिल्ड कमांडरों को वास्तविक नियंत्रण रेखा एलएसी पर किसी भी घटना या कार्रवाई के लिए पूरी तरह से तैयार होने के लिए कहा है पूर्वी लद्दाख में तैनात सेना के जवानों को लंबे समय तक इस तनातनी के तैयार रहने के लिए कहा गया है ,नई दिल्ली लद्दाख में चल रहे विवाद का समाधान खोजने के लिए भारत और चीन लगातार बातचीत कर रहे हैं.
1277,उत्तर प्रदेश की योगी सरकार पर सवाल उठाए जा रहे थे कि ग्रामीण क्षेत्रों में कोरोना की टेस्टिंग कम हो रही है और वहां पर संक्रमण ज्यादा है इसपर राज्य सरकार की तरफ से कहा गया है कि पिछले घंटों के दौरान राज्य में कोरोना टेस्ट हुए हैं और इनमें लाख से ज्यादा टेस्ट राज्य के ग्रामीण क्षेत्रों में ही किए गए हैं ,उत्तर प्रदेश में कोरोना वायरस के बढ़ते मामले पहले चिंता का कारण बने हुए थे लेकिन अब राज्य में संक्रमण काबू में होता नजर आ रहा है.
1278,कांग्रेस ने वन रैंक वन पेंशन ओआरओपी को लागू करने के फैसले के पांच साल पूरा होने के मौके पर शनिवार को आरोप लगाया कि नरेन्द्र मोदी सरकार ने आज तक पूर्व सैन्यकर्मियों के लिए ओआरओपी लागू नहीं की और सिर्फ बरगलाने का काम कर रही है ,कांग्रेस ने आरोप लगाया है कि नरेन्द्र मोदी सरकार ने आज तक पूर्व सैन्यकर्मियों के लिए वन रैंक वन पेंशन ओआरओपी लागू नहीं की और सिर्फ बरगलाने का काम कर रही है
1279,इंडिया टीवी डिजिटल हर जरूरी खबर को कवर करता है और यह सुनिश्चित करता है कि उसके पाठकों से कोई भी जरूरी जानकारी छूट न जाए देश-दुनिया से जुड़ी ताजा खबरें पाने के लिए हमारे साथ बने रहें ,हमारे दैनिक जीवन में खबरों की बेहद महत्वपूर्ण भूमिका होती है और यह सुनिश्चित करता है कि आप किसी भी जरूरी जानकारी से अनभिज्ञ न रह जाएं
1280,दिल्ली की सीमाओं पर लगातार किसानों का प्रदर्शन जारी है सरकार और किसानों के बीच अबतक की बातचीत में कोई हल नहीं निकला है ,केंद्र सरकार और किसान यूनियन के बीच अब तक की बातचीत में कोई हल नहीं निकला है.
1281,रुस निर्मित हेलीकॉप्टर एमआई- वी दुर्घटना में रक्षा प्रमुख अध्यक्ष सीडीएस बिपिन रावत उनकी पत्नी मधुलिका और सशस्त्र बल के कर्मियों की मौत हो गयी ,तमिलनाडु के कुन्नूर के निकट हेलीकॉप्टर दुर्घटना में जीवित बचे भारतीय वायुसेना के ग्रुप कैप्टन वरुण सिंह को बृहस्पतिवार को बेंगलुरु ले जाया गया है.
1282,संसद ने बुधवार को तीन प्रमुख श्रम सुधार विधेयकों को मंजूरी दे दी जिनके तहत कंपनियों को बंद करने की बाधाएं खत्म होंगी और अधिकतम कर्मचारियों वाली कंपनियों को सरकार की इजाजत के बिना कर्मचारियों को हटाने की अनुमति होगी ,भारत की संसद ने तीन प्रमुख श्रम सुधार विधेयकों को मंजूरी दे दी है जिनके तहत कंपनियों को बंद करने की बाधाएं खत्म होंगी और अधिकतम कर्मचारियों की अनुमति होगी.
1283,गोरखपुर से बाबा विश्वनाथ की धरती वाराणसी के लिए नई उड़ान आरंभ हुई है इस सेवा के शुरू होने पर यूपी के सीएम योगी आदित्यनाथ ने केंद्रीय नागर विमानन मंत्री ज्योतिरादित्य सिंधिया को धन्यवाद दिया ,लखनऊ गोरखपुर से वाराणसी के लिए आज यानी मार्च से फ्लाइट सेवा शुरू कर दी गई है
1284, एक मई से साल से अधिक उम्र के सभी लोग कोविड- से रोकथाम के लिए टीका लगवा सकेंगे इसबार सरकार ने टीकाकरण अभियान में ढील देते हुए राज्यों निजी अस्पतालों और औद्योगिक प्रतिष्ठानों को सीधे टीका निर्माताओं से खुराक खरीदने की अनुमति भी दी है ,मई से शुरू हो रहे कोरोना वैक्सीनेशन के तीसरे फेज के तहत आप कैसे साल से ज्यादा आयु के लोग कैसा करवा सकेंगे?
1285,आंध्र प्रदेश के कर्नूल जिले के देवरगट्टु में हर साल की तरह इस बार भी बन्नी उत्सव में खून-खराबा हुआ लॉकडाउन और सेक्शन लागू किए जाने के बाद भी श्रद्धालुओं पर इसका कोई असर नहीं हुआ ,आंध्र प्रदेश के कर्नूल जिले में हर साल की तरह इस बार भी बन्नी उत्सव में खून-खराबा हुआ लॉकडाउन और सेक्शन लागू किए जाने के बाद भी श्रद्धालुओं पर इसका कोई असर नहीं हो पाया है.
1286,इससे पहले पीपुल्स डेमोक्रेटिक पार्टी पीडीपी की अध्यक्ष महबूबा मुफ्ती ने भी टी विश्वकप मैच में कथित तौर पर पाकिस्तान की जीत का जश्न मनाने को लेकर कुछ कश्मीरी छात्रों के खिलाफ की गई दंडात्मक कार्रवाई पर आश्चर्य जताते हुए शनिवार को प्रधानमंत्री नरेंद्र मोदी को पत्र लिखा था ,श्रीनगर जम्मू-कश्मीर छात्र संघ ने भारत-पाकिस्तान टी- क्रिकेट विश्व कप मैच के बाद पाकिस्तान के पक्ष में व्हाट्सएप स्टेटस अपलोड करने वाले उत्तर प्रदेश के आगरा स्थित एक कॉलेज के कश्मीरी छात्राों के खिलाफ दर्ज किए गए देश
1287,मौलाना महमूद मदनी ने जिहाद के विषय को समझाते हुए कहा कि जिहाद तो हमारे ऊपर फर्ज है हम कैसे कह सकते हैं कि जिहाद नहीं करेंगे हम जिहाद करेंगे जिहाद हमारी जिम्मेदारी है हमारे फराइज में से है ,उलेमा-ए-हिंद के अध्यक्ष मौलाना महमूद मदनी ने उत्तर प्रदेश विधानसभा चुनाव से पहले इंडिया टीवी ने चुनावी मंच कार्यक्रम का आयोजन किया.
1288,भारत में एक दिन में कोविड- के नए मामले सामने आने के बाद देश में संक्रमितों की संख्या बढ़कर हो गई वहीं करोड़ से अधिक लोग संक्रमण मुक्त हो चुके हैं ,भारत में एक दिन में कोरोना वायरस के नए मामले सामने आए हैं वहीं करोड़ से अधिक लोग संक्रमण मुक्त हो चुके हैं.
1289,उत्तर प्रदेश की जेलों में से अधिक विचाराधीन कैदियों और दोषियों को या तो अंतरिम जमानत या पैरोल दी गई है ताकि कोविड महामारी की दूसरी लहर के मद्देनजर अधिक भीड़ भाड़ वाली जेलों से भीड़ कम हो सके ,उत्तर प्रदेश की केंद्रीय और राज्य जेलों में कोविड महामारी की दूसरी लहर के मद्देनजर लगभग एक लाख से अधिक कैदियों को रिहा कर दिया गया है.
1290,सोशल मीडिया पर नरेन्द्र मोदी दुनिया के सबसे पॉपुलर लीडर हैं फेसबुक पर मोदी के करोड़ फॉलोअर हैं और दूसरे नंबर पर अमेरिका के प्रेसीडेंट डोनॉल्ड ट्रंप करोड़ हैं जबकि राहुल गांधी के फॉलोअर्स की संख्या लाख है ,सोशल मीडिया के प्लेटफॉर्म आजकल कुछ लोगों के लिए तरह-तरह की साजिशों को अंजाम देने का आसान साधन बन गए हैं.
1291,अयोध्या के धन्नीपुर गांव में बनने वाली प्रस्तावित मस्जिद और अस्पताल परिसर का नाम मशहूर स्वतंत्रता सेनानी और क्रांतिकारी मौलवी अहमदुल्ला शाह फैजाबादी के नाम पर रखा जाएगा ,अयोध्या के धन्नीपुर गांव में बनने वाली प्रस्तावित मस्जिद और अस्पताल परिसर का नाम मशहूर स्वतंत्रता सेनानी અને क्रांतिकारी मौलवी अहमदुल्ला शाह फैजाबादी के नाम पर रखा जाएगा.
1292,रावत ने कहा मैं बीजेपी की केंद्र सरकार को चेतावनी देता हूं कि पंजाब की बहुमत की सरकार को गिराने की कोशिश न करें ,कांग्रेस महासचिव हरीश रावत ने केंद्र सरकार को चेतावनी दी है कि वह पंजाब के पूर्व मुख्यमंत्री कैप्टन अमरिंदर सिंह की धर्मनिरपेक्ष छवि पर सवाल खड़ा करे और सभी पार्टियों को उनका सहयोग करना चाहिए.
1293,भारत ने अपने नागरिकों को रूस के सैन्य अभियान से बुरी तरह प्रभावित यूक्रेन से निकालने के लिए निकासी मिशन शुरू किया है और जमीन के रास्ते सीमा पार कर पड़ोसी देशों हंगरी रोमानिया पोलैंड और स्लोवाकिया पहुंचने के बाद उन्हें विमान के जरिये स्वदेश लाया जा रहा है ,रूस के सैन्य अभियान से बुरी तरह प्रभावित यूक्रेन में फंसे भारतीयों को पोलैंड की सीमा में दाखिल होने की सलाह दी गई है.
1294, के प्रमुख असददुदीन ओवेसी ने संघ प्रमुख मोहन भागवत के उस बयान से आपत्ति जताई है जिसमें उन्होंने कहा था कि भारत के मुसलमान दुनिया में सबसे ज्यादा सुखी और संतुष्ट हैं ,राष्ट्रीय स्वयंसेवक संघ के प्रमुख असददुदीन ओवैसी ने कहा है कि भारत के मुसलमान दुनिया में सबसे ज्यादा सुखी और संतुष्ट हैं.
1295,तमिलनाडु के मदुरई जिले में शनिवार को एक निर्माणाधीन फ्लाईओवर का एक हिस्सा गिर गया मौके पर दमकल और बचावकर्मी राहत और बचाव कार्य में जुटे हुए हैं ,तमिलनाडु के मदुरई जिले में शनिवार को एक निर्माणाधीन फ्लाईओवर का एक हिस्सा गिर गया है.
1296, नए मामलों के साथ ही नोएडा में उपचाराधीन मरीजों की संख्या बढ़कर हो गई है जिलाधिकारी एनलवाई सुहास ने बताया हाल में कोरोना वायरस से संक्रमण के मामले बढ़े हैं आज गौतमबुद्धनगर जिले में उपचाराधीन मरीजों की संख्या एक हजार के पार हो गई है ,उत्तर प्रदेश के नोएडा जिले में कोरोना वायरस के नए मामले सामने आए जिसके बाद राज्य सरकार द्वारा तय नियमों के अनुरूप बृहस्पतिवार से यहां पाबंदियां और सख्त की जाएंगी
1297,बेंगलुरु स्थित एनेस्थेसियोलॉजिस्ट डॉक्टर के प्राथमिक संपर्क में उनकी पत्नी एक नेत्र रोग विशेषज्ञ हैं डॉक्टर अब नामित अस्पताल में आइसोलेशन और ऑब्जर्वेशन में हैं उनकी पत्नी और बेटी का भी वहीं इलाज चल रहा है ,बेंगलुरु में नए कोविड वेरिएंट ओमिक्रॉन से पीड़ित पहले दो व्यक्तियों में से एक डॉक्टर अब ठीक हो रहे हैं और उनकी पत्नी का भी वहीं इलाज चल रहा है
1298,स्वस्थ जीवन एवं समृद्धि के लिए स्वच्छता को बनाए रखना बेहद जरूरी है सेंटर फॉर साइंटिफिक एंड इंडस्ट्रियल रिसर्च ने अपनी एक रिपोर्ट में दावा किया है कि जिन देशों में हाइजीन का स्तर खराब है उन देशों के लोगों को कोरोना से मौत का खतरा साफ-सुथरे देशों की तुलना में कम है ,स्वच्छता और स्वास्थ्य दोनों दृष्टि से पिछड़ा हुआ है लेकिन एक नए अध्ययन से पता चला है कि जिन देशों में हाइजीन का स्तर खराब है उन लोगों को कोविड- से बेहतर तरीके से लड़ने में मदद मिल
1299,कर्नाटक के बेंगलुरू में भारतीय जनता पार्टी की पूर्व महिला कॉर्पोरेटर रेखा कादिरेश की चाकू मारकर हत्या कर दी है ,कर्नाटक के बेंगलुरु में भारतीय जनता पार्टी की पूर्व महिला कॉर्पोरेटर रेखा कादिरेश की चाकू मारकर हत्या कर दी है.
1300,सीपीपी की बैठक में कांग्रेस के पूर्व अध्यक्ष राहुल गांधी राज्यसभा में नेता प्रतिपक्ष मल्लिकार्जुन खड़गे लोकसभा में पार्टी के नेता अधीर रंजन चौधरी और पार्टी के कई अन्य सांसद शामिल हुए ,कांग्रेस अध्यक्ष सोनिया गांधी ने कहा है कि नगालैंड में सुरक्षा बलों की गोलीबारी में मारे गए लोगों को रोकने के लिए उसे ठोस कदम उठाने चाहिए.
1301,प्रधानमंत्री नरेंद्र मोदी ने बुधवार को रूस के राष्ट्रपति व्लादिमीर पुतिन को उनके जन्मदिन पर बधाई दी और दोनों देशों के बीच विशेषाधिकार प्राप्त रणनीतिक साझेदारी के पोषण में उनकी व्यक्तिगत भूमिका की सराहना भी की ,भारत के प्रधानमंत्री नरेंद्र मोदी ने बुधवार को रूस के राष्ट्रपति व्लादिमीर पुतिन को उनके जन्मदिन पर बधाई दी और दोनों देशों के बीच विशेषाधिकार प्राप्त रणनीतिक साझेदारी को मजबूत बनाने में उनकी निजी भूमिका की सराह
1302,राष्ट्रीय स्वयंसेवक संघ आरएसएस के सर संघचालक मोहन भागवत ने कहा कि स्वदेशी का मतलब हर विदेशी सामान का बहिष्कार नहीं है ,राष्ट्रीय स्वयंसेवक संघ (आरएसएस) के प्रमुख मोहन भागवत ने कहा है कि स्वदेशी का मतलब उन्हीं प्रौद्योगिकियों या सामग्रियों का आयात किया जा सकता है जो स्थानीय रूप से उपलब्ध नहीं हैं.
1303,केंद्रीय मंत्री हरदीप सिंह पुरी ने दिल्ली एयरपोर्ट पर पहुंचकर खुद जाकर तीनों प्रतियों को रिसीव किया है सोमवार को तीनों प्रतियों को सुरक्षित काबुल एयरपोर्ट पहुंचाया गया था जिसके बाद आज उन्हें भारत पहुंचा दिया गया है ,नई दिल्ली अफगानिस्तान से पवित्र गुरुग्रंथ साहिब की तीन प्रतियां भारत पहुंच गई हैं
1304,इस प्रस्तावित विश्वविद्यालय का निर्माण राज्य सरकार के सहयोग से निजी क्षेत्र द्वारा किए जाने की संभावना है अयोध्या में संतों और साधुओं ने इस प्रस्ताव का स्वागत किया है ,उत्तर प्रदेश में योगी आदित्यनाथ की सरकार अब अयोध्या में भगवान राम विश्वविद्यालय बनाने की योजना बना रही है
1305,कभी ममता बनर्जी के राइट हैंड माने जाने वाले शुभेंदु अधिकारी ने ममता बनर्जी प्रशांत किशोर और अभिषेक बनर्जी पर जमकर निशाना साधा और सीएम कैंडिडेट बनाए जाने को लेकर भी अपनी बात रखी ,पश्चिम बंगाल के मुख्यमंत्री शुभेंदु अधिकारी ने कहा है कि तृणमूल कांग्रेस एक कंपनी है जिसमें ममता दीदी के भतीजे अभिषेक बनर्जी ठेकेदार हैं-
1306,केरल में कोरोना वायरस संक्रमण से लोगों की मौत हो गयी जिससे प्रदेश में मरने वालों की संख्या पर पहुंच गयी है इसके साथ ही प्रदेश में महामारी के नये मामले सामने आये जिसके बाद प्रदेश में संक्रमितों की कुल संख्या बढ़ कर हो गयी है ,केरल में कोरोना वायरस संक्रमण के नये मामले सामने आये जिसके साथ ही प्रदेश में मरने वालों की संख्या पर पहुंच गयी है
1307,जम्मू-कश्मीर के बारामूला जिले में आतंकवादियों ने शनिवार को एक पुलिस चौकी पर ग्रेनेड से हमला किया रिपोर्ट्स के मुताबिक इस हमले में दो पुलिसकर्मी घायल हो गए ,श्रीनगर जम्मू-कश्मीर के बारामूला जिले में आतंकवादियों ने शनिवार को एक पुलिस चौकी पर ग्रेनेड से हमला किया.
1308,कोविड- प्रोटोकॉल के कथित उल्लंघन और हाल ही में कोविड- संक्रमण से मरीजों की मौत के बाद लखनऊ के चार निजी अस्पतालों को बुधवार को नोटिस जारी किए गए ,उत्तर प्रदेश में कोविड- प्रोटोकॉल के कथित उल्लंघन के बाद लखनऊ के चार निजी अस्पतालों को बुधवार को नोटिस जारी किया गया है.
1309,नवजोत सिंह सिद्धू ने दिल्ली आकर पार्टी के शीर्ष नेतृत्व यानि राहुल गांधी प्रियंका गांधी और सोनिया गांधी से मिलने का समय मांगा था लेकिन तीनों ने सिद्धू को मिलने का समय नहीं दिया और इस वजह से सिद्धू को खाली हाथ पंजाब वापस लौटना पड़ा है ,कांग्रेस पार्टी की पंजाब इकाई के अध्यक्ष नवजोत सिंह सिद्धू और कैप्टन अमरिंदर सिंग की लड़ाई का दूसरा दौर शुरू हो गया है.
1310,कोविड- महामारी के दौरान रेलवे की ऑक्सीजन एक्सप्रेस ट्रेन ने राज्यों/केंद्र शासित प्रदेशों के शहरों में तरल मेडिकल ऑक्सीजन के हजार टन की आपूर्ति की है यह जानकारी भारतीय रेलवे ने शनिवार को दी ,कोविड- महामारी के दौरान भारतीय रेलवे ने राज्यों/केंद्र शासित प्रदेशों के शहरों में तरल मेडिकल ऑक्सीजन के हजार टन की आपूर्ति की है.
1311,विधानसभा चुनाव को लेकर भारतीय जनता पार्टी भाजपा का शीर्ष नेतृत्व बेहद गंभीर है इसे लेकर भाजपा ने उत्तर प्रदेश में प्रभारियों की नियुक्ति के साथ ही अन्य मोर्चे पर भी किलाबंदी तेज कर दी है प्रधानमंत्री नरेंद्र मोदी ने पूरब से लेकर पश्चिम तक पूरी यूपी को मथे जा रहे हैं ,भारतीय जनता पार्टी के नेतृत्व वाली भाजपा ने उत्तर प्रदेश में विधानसभा चुनावों के लिए अपनी रणनीति बनाने में सफलता हासिल कर ली है
1312,सोशल मीडिया पर यह दावा किया जा रहा है कि केंद्र सरकार ने स्कूली किताबों पर टैक्स लगा दिया है जब इस खबर की पीआईबी फैक्ट चेक द्वारा जांच की गई तो यह दावा फर्जी पाया गया है सरकार द्वारा स्कूली टेक्स्ट बुक्स पर कोई टैक्स नहीं है ,सोशल मीडिया पर दावा किया जा रहा है कि केंद्र सरकार ने स्कूली किताबों पर टैक्स लगा दिया है
1313,असदुद्दीन ओवैसी की जनसभा में कोरोना नियमों की जमकर धज्जियां उड़ीं जिसके बाद पुलिस ने के नेताओं और पार्टी कार्यकर्ताओं के खिलाफ कोरोना प्रोटोकॉल का उल्लंघन करने के आरोप में मामला दर्ज किया ,भारतीय कम्युनिस्ट पार्टी के प्रमुख असदुद्दीन ओवैसी के खिलाफ कोरोना प्रोटोकॉल का उल्लंघन करने के आरोप में मामला दर्ज किया गया है.
1314,प्रधानमंत्री कार्यालय की ओर से रविवार को जारी वक्तव्य में बताया गया कि जिन परियोजनाओं की मोदी आधारशिला रखेंगे उनमें एक विलवीकरण संयंत्र हाइब्रिड नवीकरणीय ऊर्जा उद्यान और पूर्ण रूप से स्वचालित दुग्ध प्रसंस्करण और पैकिंग संयंत्र शामिल हैं ,भारत के प्रधानमंत्री नरेन्द्र मोदी मंगलवार को गुजरात के कच्छ के धोरडो के दौरे पर जाएंगे जहां वो समुद्री जल को पेयजल में बदलने की दिशा में महत्वपूर्ण कदम उठा रहे हैं.
