,Human Summary,Generated Summary
956, अदालत ने कहा हालांकि राज्य सरकार ने कोविड- की दूसरी लहर के खतरे से निपटने के लिए आवश्यक कदम उठाए हैं लेकिन देखने में आया है कि राज्य द्वारा जारी निर्देशों का लोगों द्वारा ढंग से पालन नहीं किया जा रहा और यह चिंता का विषय है ,प्रयागराज उत्तर प्रदेश में कोरोना वायरस संक्रमण के बढ़ते मामलों पर चिंता प्रकट करते हुए इलाहाबाद उच्च न्यायालय ने मंगलवार को राज्य सरकार से रात्रिकालीन कर्फ्यू लगाने की संभावना तलाशने को कहा ताकि सामाजिक कार्यक्रमों में भीड़भाड़ रोकी जा सके मुख्य न्यायाधीश गोविंद माथुर और न्यायमूर्ति सिद्धार्थ वर्मा ने वीडियो कान्फ्रेंस के जरिए एक जनहित याचिका पर सुनवाई करते हुए यह निर्देश
957,केंद्रीय स्वास्थ्य मंत्रालय के मुताबिक पिछले घंटों के दौरान देशभर में कोरोना की वजह से लोगों की जान गई है और अबतक यह वायरस देश में लोगों की मौत का कारण बन चुका है ,नई दिल्ली देश में कोरोना वायरस के नए मामले लगातार कम हो रहे हैं और साथ में कोरोना से ठीक होने वाले लोगों की संख्या में बढ़ोतरी हो रही है जिस वजह से कोरोना के एक्टिव मामलों में लगातार कमी आ रही है लेकिन कोरोना की वजह से होने वाली मौतों में उस तरह की गिरावट नहीं है और अभी भी रोजाना से ज्यादा लोगों को कोरोना की वजह से अपनी जान
958,शरजील की जमानत याचिका पर सुनवाई करते हुए न्यायमूर्ति सौमित्र दयाल सिंह ने कहा “किसी भी मामले में वह भाषण उत्तर प्रदेश राज्य के भीतर दिया गया और अलीगढ़ में दिए गए भाषण के संबंध में प्राथमिकी दर्ज की गई ”,प्रयागराज उप्र अलीगढ़ मुस्लिम विश्वविद्यालय परिसर में संशोधित नागरिकता कानून सीएए के विरोध के दौरान भड़काऊ भाषण देने के लिए देशद्रोह के मुकदमे का सामना कर रहे शरजील इमाम की जमानत याचिका शनिवार को इलाहाबाद उच्च न्यायालय ने मंजूर कर ली शरजील इमाम पर अलीगढ़ के सिविल लाइंस पुलिस थाने में भादंसं की धाराओं- ए ए बी और
959,मुंबई में सोमवार को कोरोना वायरस से संक्रमण के नए मामले सामने आने के बाद कुल संक्रमितों की संख्या बढ़कर हो गई वहीं इस अवधि में खतरनाक वायरस की वजह से और लोगों की मौत हो गई ,मुंबई में सोमवार को कोरोना वायरस से संक्रमण के नए मामले सामने आने के बाद कुल संक्रमितों की संख्या बढ़कर हो गई वहीं इस अवधि में खतरनाक वायरस की वजह से और लोगों की मौत हो गई यह लगातार छठा दिन है जब देश की आर्थिक राजधानी में कोरोना वायरस से संक्रमण के से ज्यादा नए मामले सामने आए हैं बृहन्मुंबई महानगरपालिका ने नियमित रिपोर्ट में बताया कि शहर
960,कांग्रेस अध्यक्ष सोनिया गांधी ने गुरुवार को प्रधानमंत्री नरेंद्र मोदी से आग्रह किया कि उन बच्चों को नवोदय विद्यालयों में मुफ्त शिक्षा देने के बारे में विचार किया जाए जिन्होंने कोरोना महामारी के कारण अपने माता-पिता या फिर इनमें से किसी एक को खो दिया है जो घर की जीविका चलाता रहा हो ,नयी दिल्ली कांग्रेस अध्यक्ष सोनिया गांधी ने गुरुवार को प्रधानमंत्री नरेंद्र मोदी से आग्रह किया कि उन बच्चों को नवोदय विद्यालयों में मुफ्त शिक्षा देने के बारे में विचार किया जाए जिन्होंने कोरोना महामारी के कारण अपने माता-पिता या फिर इनमें से किसी एक को खो दिया है जो घर की जीविका चलाता रहा हो उन्होंने प्रधानमंत्री पत्र लिखकर यह भी कहा कि इन बच्चों को
961,दिल्ली पुलिस में तैनात एक हवलदार की अलीगढ़ स्थित उसके पुश्तैनी गांव में हमलावरों ने कथित रूप से जायदाद के झगड़े को लेकर लाठी से पीट-पीटकर हत्या कर दी ,अलीगढ़ उत्तर प्रदेश दिल्ली पुलिस में तैनात एक हवलदार की अलीगढ़ स्थित उसके पुश्तैनी गांव में हमलावरों ने कथित रूप से जायदाद के झगड़े को लेकर लाठी से पीट-पीटकर हत्या कर दी अपर पुलिस अधीक्षक शुभम पटेल ने सोमवार को बताया कि दिल्ली पुलिस में तैनात हवलदार अमरपाल छुट्टी पर पिसावा थाना क्षेत्र स्थित अपने गांव दाता खुर्
962,ननकाना जिले के मनानावाला निवासी शाहिद रफीक मिठू अपने परिवार के सदस्यों के साथ करतारपुर पहुंचे जबकि पंजाब में अमृतसर जिले की अजनाला तहसील के गांव शाहपुर डोगराण निवासी सोनो मिठू शुक्रवार को करतारपुर होते हुए गुरुद्वारे पहुंचे ,नई दिल्ली ईसाई मिठू परिवार की दूसरी पीढ़ी के सदस्यों के लिए यह एक बहुत ही भावनात्मक क्षण था जो के भारत विभाजन के दौरान अशांत दिनों के दौरान अलग हो गया था जब वे करतारपुर में गुरुद्वारा दरबार साहिब में मिले थे डॉन ने जानकारी दी करतारपुर कॉरिडोर ने परिवार की दो शाखाओं को साल बाद फिर से मिलने का अवसर प्रदान किया उन्हें एक
963,एक वन अधिकारी ने बताया कि भले ही बाघ की तस्वीर खींचने के लिए से ज्यादा कैमरे लगे थे लेकिन उसकी तस्वीर कल ही कैद हुई ,वायनाड केरल के वायनाड जिले के वन क्षेत्र से सटे मनंतवाडी नगरपालिका के कुछ हिस्सों में पिछले सप्ताह से शिकार की खोज में निकल रहे एक बाघ ने क्षेत्र के निवासियों में दहशत पैदा कर दी है और अब तक पालतू जानवरों को मार डाला है इस खूंखार बाघ ने मंगलवार को एक बकरी को अपना निशाना बनाया जिला प्रशासन ने पहले ही
964,दिल्ली की एक लड़की को एक दिन के लिए भारत में ब्रिटेन की उच्चायुक्त बनने का मौका मिला दिल्ली निवासी चैतन्या वेंकटेश्वरन को भारत में ब्रिटेन की वरिष्ठतम राजनयिक बनने का पिछले बुधवार को मौका मिला ,नई दिल्ली दिल्ली की एक लड़की को एक दिन के लिए भारत में ब्रिटेन की उच्चायुक्त बनने का मौका मिला दिल्ली निवासी चैतन्या वेंकटेश्वरन को भारत में ब्रिटेन की वरिष्ठतम राजनयिक बनने का पिछले बुधवार को मौका मिला वेंकटेश्वरन को दुनियाभर की महिलाओं के सामने आने वाली चुनौतियों को रेखांकित करने और महिला सशक्तीकरण के लिए मिशन की पहल
965, नेता असदुद्दीन ओवैसी वैक्सीन को लेकर जो बयान दिया है वह भ्रम फैलाने वाला है ओवैसी ने उस टीके पर सवाल उठाए हैं जिसका उत्पादन सीरम इंस्टिड्यूट ऑफ इंडिया कर रहा है ,नई दिल्ली देशभर में कोरोना वैक्सीन के टीकाकरण का दूसरा अभियान शुरू हो गया है और खुद प्रधानमंत्री मोदी सोमवार सुबह टीका लगवा चुके हैं लेकिन इसके बावजूद वैक्सीन को लेकर भ्रम फैलाया जा रहा है नेता असदुद्दीन ओवैसी वैक्सीन को लेकर जो बयान दिया है वह भ्रम फैलाने वाला है ओवैसी ने उस टीके पर सवाल उठाए हैं जिसका उत्पादन सीरम इं
966,पाकिस्तान के बड़े नेता सरदार अयाज सादिक ने वहां की संसद में खुलासा किया कि अभिनंदन को भारत को सौंपने से पहले पाकिस्तानी सरकार में हड़कंप मचा हुआ था ,नई दिल्ली पाकिस्तान के बड़े नेता सरदार अयाज सादिक ने वहां की संसद में खुलासा किया कि अभिनंदन को भारत को सौंपने से पहले पाकिस्तानी सरकार में हड़कंप मचा हुआ था अभिनंदन को छोड़ जाने से पहले एक मीटिंग में पाकिस्तानी विदेश मंत्री शाह महमूद कुरैशी के पैर कांप रहे थे सरदार अयाज सादिक के इस बयान के हवाले से अब भाजपा अध्यक्ष जेपी नड्डा ने कांग्रेस नेता राहुल
967,एम्स के निदेशक रणदीप गुलेरिया ने दिल्ली की ऑक्सीजन आवश्यकता के विषय पर दी गयी रिपोर्ट को लेकर जारी विवाद के बीच शनिवार को कहा कि यह अंतरिम रिपोर्ट है और ऑक्सीजन की आवश्यकताएं हर दिन बदलती रहती हैं ,नयी दिल्ली एम्स के निदेशक रणदीप गुलेरिया ने दिल्ली की ऑक्सीजन आवश्यकता के विषय पर दी गयी रिपोर्ट को लेकर जारी विवाद के बीच शनिवार को कहा कि यह अंतरिम रिपोर्ट है और ऑक्सीजन की आवश्यकताएं हर दिन बदलती रहती हैं गुलेरियाजन के नेतृत्व में उच्चतम न्यायालय द्वारा गठित पांच सदस्यीय समिति की रिपोर्ट में कहा गया है कि कोरोना वायरस की
968,प्रधानमंत्री ने कहा कि अगस्त महीने में पूरी तरह किसान समर्पित रेल शुरू की गई किसान रेल से देश के फीसदी से अधिक छोटे और सीमांत किसानों को मदद मिल रही है छोटा किसान किलो का पार्सल भी बड़े बाजार में बेच सकता है ,नई दिल्ली प्रधानमंत्री नरेंद्र मोदी ने सोमवार को किसान रेल के वें फेरे को हरी झंडी दिखायी यह रेल फल- सब्जी लेकर महाराष्ट्र के संगोला से पश्चिम बंगाल के शालीमार के लिये रवाना हुई उन्होंने इस मौके पर जोर देते हुये कहा कि उनकी सरकार ने कृषि को बढ़ावा देने और किसानों को मजबूत बनाने के लिए कृषि क्षेत्र में ऐतिहासिक सुधार किये हैं उन्होंने
969,पत्रकारों से बात करते हुए रबींद्र नारायण सिंह ने भारत में धर्मांतरण के उद्देश्य से विदेशी निधि पर शिकंजा कसने के लिए नरेंद्र मोदी सरकार की सराहना की उन्होंने मुस्लिम समुदाय से राष्ट्र की सेवा में हिंदुओं के साथ शामिल होने की अपील की ,नागपुर विश्व हिंदू परिषद विहिप अध्यक्ष रबींद्र नारायण सिंह ने रविवार को कहा कि अयोध्या में राम जन्मभूमि तीर्थ क्षेत्र को वेटिकन सिटी और मक्का की तरह विकसित किया जाएगा और वह हिंदुत्व के प्रतीक के रूप में उभरेगा सिंह रविवार को महाराष्ट्र के नागपुर में धंतोली क्षेत्र में विश्व हिंदू जनकल्याण परिषद के विदर्भ क्षेत्र के कार्यालय निर्माण के भूमि पूजन समारोह में
970,अकाली दल के नेता सुखबीर सिंह बादल ने कहा कि बड़े दुख की बात है कि केंद्र सरकार किसानों के संघर्ष को बदनाम करने की कोशिश कर रही है जो भी केंद्र सरकार के साथ सहमत नहीं है उसे सरकार देशद्रोही कहती है ,चंडीगढ़ दिल्ली की सीमाओं पर जारी किसान आंदोलन के बीच हाल ही में एनडीए छोड़ने वाले अकाली दल ने भाजपा पर बड़ा हमला किया है अकाली दल के नेता सुखबीर सिंह बादल ने कहा बड़े दुख की बात है कि केंद्र सरकार किसानों के संघर्ष को बदनाम करने की कोशिश कर रही है जो भी केंद्र सरकार के साथ सहमत नहीं है उसे सरकार देशद्रोही कहती है मैं केंद्र को कहना
971,कांग्रेस विधायक मुकेश अग्निहोत्री हर्षवर्धन चौहान सुंदर सिंह ठाकुर सतपाल रैजादा और विनय कुमार पर राज्यपाल से धक्कामुक्की का आरोप लगा है ,शिमला हिमाचल प्रदेश के राज्यपाल बंडारू दत्तात्रेय के साथ हिमाचल प्रदेश विधानसभा के बजट सत्र के दौरान कांग्रेस के विधायकों ने धक्कामुक्की की है आरोप है कि कांग्रेस विधायकों ने राज्यपाल के साथ उस समय धक्कामुक्की की जब राज्यपाल बजट सत्र के पहले दिन अपना अभिभाषण समाप्त कर विधानसभा से बाहर निकल रहे थे हिमाचल प्रदेश के संसदीय कार्यमंत्री सुरेश भारद्वाज ने बताया कि कांग्रेस विधायकों
972,छात्र स्कूल के मेन गेट पर खड़ा था तभी स्कूल की बस ने उसे कुचल दिया जिससे उसकी मौके पर ही मौत हो गई ,उत्तर प्रदेश के बागपतृ जिले के चांदीनगर थाना क्षेत्र के चमरावल गांव में बृहस्पतिवार को स्कूल कैंपस के अंदर स्कूल बस ने कक्षा एक के छात्र को कुचल दिया जिससे बच्चे की मौके पर ही दर्दनाक मौत हो गयी घटना से गुस्साए परिजनों और ग्रामीणों ने जमकर हंगामा किया सूचना पर मौके पर पहुंची पुलिस ने बड़ी मुश्किल से हंगामा कर रहे लोंगो को
973,उत्तर प्रदेश की राजधानी लखनऊ में विधान भवन से कुछ ही दूरी पर चाक-चौबंद सुरक्षा वाले बापू भवन में नगर विकास विभाग के अपर मुख्य सचिव के निजी सचिव ने सोमवार को कथित रूप से खुद को गोली मार ली गंभीर रूप से घायल अवस्था में उसे राम मनोहर लोहिया अस्पताल में भर्ती कराया गया है जहां उसकी हालत नाजुक बताई जाती है ,लखनऊ उत्तर प्रदेश की राजधानी लखनऊ में विधान भवन से कुछ ही दूरी पर चाक-चौबंद सुरक्षा वाले बापू भवन में नगर विकास विभाग के अपर मुख्य सचिव के निजी सचिव ने सोमवार को कथित रूप से खुद को गोली मार ली गंभीर रूप से घायल अवस्था में उसे राम मनोहर लोहिया अस्पताल में भर्ती कराया गया है जहां उसकी हालत नाजुक बताई जाती है पुलिस सूत्रों ने बताया कि बापू
974,उत्तर प्रदेश में धान खरीद को लेकर मुख्यमंत्री योगी आदित्यनाथ की देखरेख में तैयार हुई योजना असरदार साबित हुई है ,लखनऊ उत्तर प्रदेश में धान खरीद को लेकर की देखरेख में तैयार हुई योजना असरदार साबित हुई है इस योजना के चलते ही राज्य में अब तक किसानों से मीट्रिक टन धान खरीदा गया जबकि बीते साल दिसंबर तक किसानों से धान की खरीदा गया था इस प्रकार बीते साल के मुकाबले अब तक दोगुने से अधिक किसानों से सरकार ने धान खरीद कर अपना ही रिकॉर्ड तोड़ा है
975,उत्तर प्रदेश में ब्लॉक प्रमुख चुनाव के नामांकन के दौरान हिंसा तथा अभद्रता के मामले पर मुख्यमंत्री योगी आदित्यनाथ ने कड़ा रुख अपनाया है ,लखनऊ उत्तर प्रदेश में ब्लॉक प्रमुख चुनाव के नामांकन के दौरान हिंसा तथा अभद्रता के मामले पर मुख्यमंत्री योगी आदित्यनाथ ने कड़ा रुख अपनाया है मुख्यमंत्री ने शुक्रवार को टीम- के साथ समीक्षा बैठक में गुरुवार को ब्लाक प्रमुख चुनाव के नामांकन के दौरान जिलों में हिंसा तथा अभद्रता पर रिपोर्ट तलब की लखीमपुर खीरी जिले के पसगवां विकास खंड में क्षेत्र पंचायत प्रमुख के
976,जम्मू एवं कश्मीर में बीते दिन यानी सोमवार को करीब लोगों का कोविड- टेस्ट पॉजिटिव आया है जिनके साथ केंद्र शासित प्रदेश में कोरोनावायरस संक्रमण के कुल मामले के पार हो गए ,श्रीनगर जम्मू एवं कश्मीर में बीते दिन यानी सोमवार को करीब लोगों का कोविड- टेस्ट पॉजिटिव आया है जिनके साथ केंद्र शासित प्रदेश में कोरोनावायरस संक्रमण के कुल मामले के पार हो गए यह जानकारी अधिकारियों ने दी सूचना और जनसंपर्क विभाग द्वारा जारी एक बयान में कहा गया है कि आज सोमवार रिपोर्ट पॉजिटिव आए हैं जिनमें जम्मू डिविजन से और
977, किसान संगठनों द्वारा दोपहर बजे से बजे तक दिल्ली यूपी और उत्तराखंड को छोड़कर देश के अन्य सभी राज्यों में किया गया चक्का जाम खत्म हो गया है ,नई दिल्ली केंद्र सरकार द्वारा लाए गए कृषि कानूनों के विरोध में किसान संगठन दिनों से दिल्ली की सीमा पर लगातार प्रदर्शन कर रहे हैं आज किसान संगठनों द्वारा चक्का जाम का ऐलान किया गया था जो ठीक बजते ही शुरू हुआ था फिलहाल चक्का जाम खत्म हो गया है किसान संगठनों ने दोपहर बजे से बजे तक दिल्ली यूपी और उत्तराखंड को छोड़कर देश के अन्य सभी राज्यों
978,तमिलनाडु में चार दिसंबर को एक चक्रवात बुरेवी के आने की संभावना और प्रबल हो गई है यह एक सप्ताह में राज्य में आने वाला दूसरा चक्रवात होगा ,नयी दिल्ली तमिलनाडु में चार दिसंबर को एक चक्रवात बुरेवी के आने की संभावना और प्रबल हो गई है यह एक सप्ताह में राज्य में आने वाला दूसरा चक्रवात होगा कुद्दालोर चेन्नई नागपटट्टनम इन्नोर कट्टूपल्ली पद्दुचेरी कराईकल में तेज तूफान की चेतावनी जारी की गई है भारत मौसम विज्ञान विभाग आईएमडी के चक्रवात चेतावनी प्रभाग
979,महाराष्ट्र के पालघर जिले में प्रसव पीड़ा शुरू होने पर एंबुलेंस के पहुंचने में कथित रूप से देर हो जाने पर वर्षीय एक गर्भवती महिला की मौत हो गयी ,पालघर महाराष्ट्र के पालघर जिले में प्रसव पीड़ा शुरू होने पर एंबुलेंस के पहुंचने में कथित रूप से देर हो जाने पर वर्षीय एक गर्भवती महिला की मौत हो गयी अधिकारियों ने रविवार को यह जानकारी दी उन्होंने बताया कि कुछ दिन पहले यह घटना घटी महिला बहुत अधिक जोखिम वाली श्रेणी की मरीज थी क्योंकि उसका वजन सामान्य से कम था और उसका रक्तचाप भी निम्न था जब इस संबंध
980,नेपाल के प्रधानमंत्री शेर बहादुर देउबा रविवार को वाराणसी पहुंचे और उन्होंने काल भैरव तथा काशी विश्वनाथ मंदिर में पूजा अर्चना की इसके बाद ताज होटल में उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ के साथ बैठक की ,नेपाल के प्रधानमंत्री शेर बहादुर देउबा रविवार को वाराणसी पहुंचे और उन्होंने काल भैरव तथा काशी विश्वनाथ मंदिर में पूजा अर्चना की देउबा ने अपनी पत्नी आरजु राणा देउबा के साथ काशी के कोतवाल काल भैरव मंदिर श्री काशी विश्वनाथ मंदिर एवं ललिता घाट स्थित पशुपतिनाथ मंदिर में विधिवत दर्शन पूजन किया और इसके बाद ताज होटल में उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ
981, जनवरी तक मुंबई के सभी कोविड नर्सिंग होम और निजी अस्पतालों को कोविड जनरल बेड और आईसीयू वार्ड के साथ ऑक्सीजन बेड को कोविड मरीजों के लिए खाली करवाना होगा ,देशभर में कोरोना के मामले तेजी से बढ़ रहे हैं जनवरी तक मुंबई के सभी कोविड नर्सिंग होम और निजी अस्पतालों को कोविड जनरल बेड और आईसीयू वार्ड के साथ ऑक्सीजन बेड को कोविड मरीजों के लिए खाली करवाना होगा मुंबई के वार्ड में ऐसे प्राइवेट असपतालों को पूरी सूची बीएमसी ने जारी की है और इन वार्ड के
982,हरिद्वार में चल रहे कुंभ मेला में कोरोना की लेकर छपी खबर सरकार की प्रतिक्रिया सामने आई है और इस खबर गलत बताया गया है इस खबर में कुंभ मेला को सुपर स्प्रेडर इवेंट बताया गया था ,नई दिल्ली हरिद्वार में चल रहे कुंभ मेला में कोरोना की लेकर छपी खबर सरकार की प्रतिक्रिया सामने आई है और इस खबर गलत बताया गया है इस खबर में कुंभ मेला को सुपर स्प्रेडर इवेंट बताया गया था दरअसल कुछ मीडिया रिपोर्ट्स में यह दावा किया गया था कि भारत सरकार के विचार-विमर्श में यह बात सामने आई थी कि कुंभ में कोविड सुपर स्प्रेडर
983,रुड़की रेलवे स्टेशन के अधीक्षक को धमकी भरा पत्र मिला है इस पत्र में मई को लक्सर नजीबाबाद देहरादून रुड़की ऋषिकेश हरिद्वार रेलवे स्टेशन समेत कई रेलवे स्टेशनों के अलावा हरिद्वार और अन्य धार्मिक स्थलों को बम से उड़ाने की धमकी दी गई है ,रुड़की रेलवे स्टेशन के अधीक्षक को था भरा पत्र मिला है इस पत्र में मई को लक्सर नजीबाबाद देहरादून रुड़की ऋषिकेश हरिद्वार रेलवे स्टेशन समेत कई रेलवे स्टेशनों के अलावा हरिद्वार और अन्य धार्मिक स्थलों को बम से उड़ाने की धमकी दी गई है पत्र भेजने वाले ने खुद को आतंकी संगठन जैश ए मोहम्मद का एरिया कमांडर बताया है बताया गया है कि
984,ब्रिटेन के राजा रानी उस समय भारत के दौरे पर आए हुए थे और उन्होंने दिल्ली के बाहरी इलाके में आयोजित दिल्ली दरबार में यह ऐलान किया था कि भारत की राजधानी कलकत्ता की बजाय अब दिल्ली होगी ,नई दिल्लीः देश की राजधानी दिल्ली के लिए आज का दिन बेदह महत्तवपूर्ण माना जाता है दरअसल आज के ही दिन दिल्ली को भारतार्ड बनाने का ऐलान हुआ था में आज ही के दिन कलकत्ता के स्थान पर दिल्ली को देश की राजधानी बनाने का फैसला किया गया था ब्रिटेन के राजा रानी उस समय भारत के दौरे पर आए हुए थे और उन्होंने दिल्ली के बाहरी इलाके
985,मायावती ने प्रेस कॉन्फ्रेंस के दौरान मीडिया पर भी प्रहार किया मायावती ने कहा कि हमारी सरकार ने क्या-क्या काम किए ये मीडिया सहित सभी लोगों को मालूम है लेकिन मीडिया दिखाता नहीं है आप लोगों की अपनी मजबूरी है ,लखनऊ उत्तर प्रदेश चुनाव को लेकर बसपा प्रमुख मायावती ने आज राजधानी लखनऊ में प्रेस कॉन्फ्रेंस की उन्होंने बताया कि बसपा का सुरक्षित सीटों पर विशेष जोर रहेगा इन सीटों के विधानसभा अध्यक्षों को लखनऊ बुलाया गया है इनके साथ मायावती खुद चुनावी स्ट्रैटजी को लेकर काम करेंगी मायावती ने इस दौरान बताया कि बसपा की सरकार में जो काम हुए उनके बारे में बतलाने के लिए
986,तमिलनाडु में कुन्नूर के पास हुए हेलीकॉप्टर हादसे का वीडियो बनाने वाले व्यक्ति का मोबाइल फोन फॉरेंसिक जांच के लिए भेज दिया गया है पुलिस ने रविवार को यह जानकारी दी ,नई दिल्ली/कुन्नूर तमिलनाडु के कुन्नूर में सीडीएस बिपिन रावत का हेलिकॉप्टर कैसे क्रैश हुआ इस मामले की हाई लेवल जांच जारी है घटना के कुछ घंटों के बाद ही एक वीडियो सामने आया था जोकि घटना के कुछ समय पहले का बताया जा रहा था इस बीच कोयंबटूर पुलिस ने उस शख्स के मोबाइल को जब्त करके फॉरेंसिक जांच के
987,लोकसभा में केंद्रीय बजट पर चर्चा में हिस्सा लेते हुए तेजस्वी सूर्या ने कहा कि प्रधानमंत्री नरेंद्र मोदी नीत शासन से पहले देश कश्मीर से कन्याकुमारी तक एक ही परिवार के नियंत्रण में था जिन्होंने अपना शासन बनाये रखने के लिए देश को जानबूझ कर गरीब रखा ,नई दिल्ली भारतीय जनता पार्टी के नेता तेजस्वी सूर्या ने बुधवार को कहा कि समाजवादी विचारधारा के साथ पूर्ववर्ती कांग्रेस नीत सरकारों ने वंशवादी शासन जारी रखने के मंसूबों के तहत देश को गरीब बनाए रखा था लोकसभा में केंद्रीय बजट पर चर्चा में हिस्सा लेते हुए सूर्या ने कहा कि प्रधानमंत्री नरेंद्र मोदी नीत शासन से पहले देश कश्मीर से कन्याकुमार
988,कैट के राष्ट्रीय महामंत्री प्रवीण खंडेलवाल ने कहा कि मामला से लटका हुआ है जिसके लिए कैट ने नियमित रूप से विभिन्न ज्ञापन भेजे हैं लेकिन आश्चर्यजनक रूप से केंद्रीय स्वास्थ्य मंत्रालय और आईसीएमआर दोनों ने इस मामले में चुप्पी साध रखी है ,नई दिल्ली कॉनफेडरेशन ऑफ आल इंडिया ट्रेडर्स ने बुधवार को केंद्रीय स्वास्थ्य मंत्री मनसुख मंडाविया और आईसीएमआर के अध्यक्ष डॉक्टर बलराम भार्गव को एक ज्ञापन भेज उनसे तत्काल ये स्पष्ट करने को कहा कि चलन में चल रहे नोटों में वायरस हैं या नहीं वहीं मुद्रा नोट वायरस के वाहक हैं या नहीं यह स्पष्ट करने के सबसे महत्वपूर्ण मुद्दे में से
989,केंद्र ने राज्यों से कोरोना के बढ़ते खतरे के मद्देनजर पूरी तैयारी रखने को कहा है इस क्रम में बूस्टर डोज को लेकर भी केंद्र सरकार द्वारा फैसला लेने की बातों पर चर्चाओं ने जोर पकड़ लिया है ,नई दिल्ली देश में कोरोना वायरस संक्रमण के नए वेरिएंट ओमिक्रॉन के मामले बढ़ते जा रहे हैं ऐसे में कई राज्य अपने स्तर पर कदम उठा रहे हैं देश में अबतक केस सामने आ चुके है जिसके चलते केंद्र सरकार ने सभी राज्यों को अलर्ट किया है साथ ही कोरोना संबंधित पाबंदियों को जरूरत के हिसाब से लागू करने की भी सलाह दी है इसी के
